,name,user rating,Price,Sales Package,Series,Color,Type,Suitable For,Power Supply,Battery Cell,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Clock Speed,Expandable Memory,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Finger Print Sensor,Keyboard,Backlit Keyboard,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Web Camera,Battery Backup,Chipset,Memory Slots,RAM Frequency,RJ45,Sound Chip,Brightness,Laptop Bag,Other Accessories,Hardware Interface,Face Recognition,System Architecture,Refresh Rate,Antivirus,Multi Card Slot,NFC Support,HDD Capacity,Stylus Included,VGA Port,Security Chip
924,"HP 15s Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15s-GR0012AU Laptop  (15.6 inch, Natural Silver, 1.82 kg, With MS Office)",4.3,"?41,490","Laptop, Power Adaptor, User Guide, Warranty Documents",15s,Natural Silver,Laptop,Processing & Multitasking,,3 cell,Yes,,,AMD,Ryzen 3 Dual Core,,Yes,256 GB,8 GB,DDR4,2.6 GHz with Turbo Boost Upto 3.5 GHz,Upto 16 GB,5 MB,AMD Radeon Vega 6,2,64 bit,Windows 10 Home,"1 x SuperSpeed USB Type C (5 Gbps Signaling Rate), 2 x SuperSpeed USB Type A (5 Gbps Signaling Rate)",1 x HDMI Port (v1.4b),No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare IPS Micro-edge Display (250 nits Brightness, 45% NTSC Color Gamut, 141 PPI)",Built-in Dual Speakers,Integrated Dual Array Digital Microphones,,Realtek RTL8821CE 802.11b/g/n/ac (1x1),v4.2,358 x 242 x 19.9 mm,1.82 kg,No,Full-size Natural Silver Keyboard with Numeric Keypad,No,"41 WHr Li-ion Battery with Fast Charge Support, MU-MIMO Supported, Miracast Compatible",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,HP True Vision 720p HD Webcam,Upto 12 hours,,,2400 MHz,Yes,,,,,SATA,,64 bit,,,"3-in-1 Card Reader (SD, SDHC, SDXC)",,1 TB,,,
925,"ASUS VivoBook 15 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X515JA-EJ501T Thin and Light Laptop  (15.6 inch, Slate Grey, 1.80 kg)",4,"?44,990","Laptop, Power Adaptor, User Guide, Warranty Documents",VivoBook 15,Slate Grey,Thin and Light Laptop,Processing & Multitasking,45 W AC Adapter,2 cell,No,,,Intel,Core i5,10th Gen,No,,8 GB,DDR4,1 GHz with Turbo Boost Upto 3.6 GHz,,6 MB,Intel Integrated UHD,4,64 bit,Windows 10 Home,"1 x USB 3.2 (1st Gen) Type A, 1 x USB 3.2 (1st Gen) Type C, 2 x USB 2.0 Type A",1 x HDMI Port (v1.4),No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare Display (16:9 Aspect Ratio, 45% NTSC Color Gamut, 200 nits Brightness, 83% Screen-to-body Ratio)",Built-in Speakers,Built-in Microphones,"Audio by ICEpower, Sonic Master, Cortana Support",IEEE 802.11ac (1x1) (Wi-Fi 5),v4.1,360.2 x 234.9 x 19.9 mm,1.80 kg,Yes,Chiclet Keyboard with Num-key,No,"37 WHr Li-ion Battery, BIOS Booting User Password Protection",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,VGA Webcam (without Privacy Shutter),,,,,,,,,,SATA,,64 bit,,,No,,1 TB,,,TPM
926,"ASUS VivoBook 15 Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X515JA-EJ322TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",4,"?40,090","Laptop, Power Adaptor, User Guide, Warranty Documents",VivoBook 15,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,45 W AC Adapter,2 cell,Yes,,,Intel,Core i3,10th Gen,No,,8 GB,DDR4,1.2 GHz with Turbo Boost Upto 3.4 GHz,,4 MB,Intel Integrated UHD,2,64 bit,Windows 10 Home,"1 x USB 3.2 (1st Gen) Type A, 1 x USB 3.2 (1st Gen) Type C, 2 x USB 2.0 Type A",1 x HDMI Port (v1.4),No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare Display (16:9 Aspect Ratio, 45% NTSC Color Gamut, 200 nits Brightness, 83% Screen-to-body Ratio)",Built-in Speakers,Built-in Microphones,"Audio by ICEpower, Sonic Master, Cortana Support",IEEE 802.11ac (1x1) (Wi-Fi 5),v4.1,360.2 x 234.9 x 19.9 mm,1.80 kg,Yes,Chiclet Keyboard with Num-key,No,"37 WHr Li-ion Battery, BIOS Booting User Password Protection",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,VGA Webcam (without Privacy Shutter),,,,,,,,,,SATA,,64 bit,,,Micro SD Card Reader,,1 TB,,,TPM
927,"ASUS VivoBook 15 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) X515JA-EJ512TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",4.3,"?50,990","Laptop, Power Adaptor, User Guide, Warranty Documents",VivoBook 15,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,45 W AC Adapter,2 cell,Yes,,,Intel,Core i5,10th Gen,Yes,256 GB,8 GB,DDR4,1 GHz with Turbo Boost Upto 3.6 GHz,,6 MB,Intel Integrated UHD,4,64 bit,Windows 10 Home,"1 x USB 3.2 (1st Gen) Type A, 1 x USB 3.2 (1st Gen) Type C, 2 x USB 2.0 Type A",1 x HDMI Port (v1.4),No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare Display (16:9 Aspect Ratio, 45% NTSC Color Gamut, 200 nits Brightness, 83% Screen-to-body Ratio)",Built-in Speakers,Built-in Microphones,"Audio by ICEpower, Sonic Master, Cortana Support",IEEE 802.11ac (Wi-Fi 5),v4.1,360.2 x 234.9 x 19.9 mm,1.80 kg,Yes,Chiclet Keyboard with Num-key,No,"37 WHr Li-ion Battery, BIOS Booting User Password Protection",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,VGA Webcam (without Privacy Shutter),,Intel SoC,,,,,,,,SATA,,64 bit,,,Micro SD Card Reader,,1 TB,,,TPM
928,"ASUS VivoBook Flip 14 (2021) Touch Panel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) TP470EZ-EC033TS 2 in 1 Laptop  (14 inch, Transparent Silver, 1.50 kg, With MS Office)",4.2,"?73,990","2 in 1 Laptop, Power Adaptor, User Guide, Warranty Documents",VivoBook Flip 14 (2021) Touch Panel,Transparent Silver,2 in 1 Laptop,Processing & Multitasking,65 W AC Adapter,3 cell,Yes,,4 GB,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,LPDDR4X,4.20 GHz Max Turbo Frequency,,8 MB,Intel Integrated Iris Xe Max,4,64 bit,Windows 10 Home,"1 x USB 2.0 Type A, 1 x USB 3.2 (2nd Gen) Type A, 1 x Thunderbolt 4 (Supports Display / Power Delivery)",1 x HDMI Port (v1.4),Yes,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD LED Backlit Glossy IPS Touch Display (16:9 Aspect Ratio, 45% NTSC Color Gamut, 250 nits Brightness, 82% Screen-to-body Ratio)",Built-in Speakers,Built-in Array Microphone,"Audio by ICEpower, Sonic Master, Harman/Kardon Speakers, Cortana and Alexa Voice Recognition Support","IEEE 802.11ax (2x2), (Wi-Fi 6)",v5.0,324 x 220 x 18.7 mm,1.50 kg,Yes,Backlit Chiclet Keyboard,Yes,42 WHr Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,720p HD Webcam (without Privacy Shutter),,,,,,,,,,PCIe NVMe M.2,,64 bit,,,Micro SD Card Reader,,,,,TPM
929,"MSI Modern 14 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) Modern 14 B10MW-426IN Laptop  (14 inch, Bluestone, 1.3 kg)",4.3,"?39,990","Laptop, Battery, Power Adaptor, User Guide",Modern 14,Bluestone,Laptop,Processing & Multitasking,65 W AC Adapter,3 cell,No,,,Intel,Core i3,10th Gen,Yes,256 GB,8 GB,DDR4,2.1 GHz with Turbo Boost Upto 4.1 GHz,,4 MB,Intel Integrated UHD,2,64 bit,Windows 10 Home,"1 x USB 3.2 Type C (2nd Gen), 2 x USB 2.0 Type A",1 x HDMI Port (4K at 30 Hz),No,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD LED Backlit IPS Display (60 Hz Refresh Rate),Built-in Dual Speakers,Built-in Microphones,2 x 2 W Stereo Speakers with Hi-Res Audio,Intel Wireless-AC 9560 (2x2 a/c),v5.0,319 x 220 x 16.9 mm,1.3 kg,No,Single Backlight White Keyboard,Yes,"Cooler Boost, Nahimic 3, MSI Center",1 Year Carry In Warranty,Carry In,Part Failure,"Physical Damage, Burn, Liquid Spill",1 Year,720P HD Webcam (720p at 30 fps),,,,2666 MHz,,Realtek ALC 233,,,,NVMe PCIe,,64 bit,,,Micro SD Card Reader,,,,,
930,"HP 15s Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-du3038TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.77 kg, With MS Office)",4,"?44,990","Laptop, Power Adaptor, User Guide, Warranty Documents",15s,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,3 cell,Yes,,,Intel,Core i3,11th Gen,No,,8 GB,DDR4,4.10 GHz Max Turbo Frequency,Upto 16 GB,6 MB,Intel Integrated UHD,2,64 bit,Windows 10 Home,"1 x SuperSpeed USB Type C (5 Gbps Signaling Rate), 2 x SuperSpeed USB Type A (5 Gbps Signaling Rate)",1 x HDMI Port (v1.4b),No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare Micro-edge Display (250 nits Brightness, 45% NTSC Color Gamut, 141 PPI)",Built-in Dual Speakers,Integrated Dual Array Digital Microphones,Built in Alexa Support,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,358 x 242 x 19.9 mm,1.77 kg,No,Full-size Natural Silver Keyboard with Numeric Keypad,No,"41 WHr Li-ion Battery with Fast Charge Support, MU-MIMO Supported, Miracast Compatible",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,HP True Vision 720p HD Webcam,Upto 12 hours,,,2666 MHz,Yes,,,,,SATA,,64 bit,,,"3-in-1 Card Reader (SD, SDHC, SDXC)",,1 TB,,,
931,"MSI Modern 14 Core i3 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-424IN Laptop  (14 inch, Carbon Grey, 1.3 kg)",4.4,"?47,490","Laptop, Battery, Power Adaptor, User Guide",Modern 14,Carbon Grey,Laptop,Processing & Multitasking,65 W AC Adapter,3 cell,No,,,Intel,Core i3,10th Gen,Yes,512 GB,8 GB,DDR4,2.1 GHz with Turbo Boost Upto 4.1 GHz,,4 MB,Intel Integrated UHD,2,64 bit,Windows 10 Home,"1 x USB 3.2 Type C (2nd Gen), 2 x USB 2.0 Type A",1 x HDMI Port (4K at 30 Hz),No,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD LED Backlit IPS Display (60 Hz Refresh Rate),Built-in Dual Speakers,Built-in Microphones,2 x 2 W Stereo Speakers with Hi-Res Audio,Intel Wireless-AC 9560 (2x2 a/c),v5.0,319 x 220 x 16.9 mm,1.3 kg,No,Single Backlight White Keyboard,Yes,"Cooler Boost, Nahimic 3, MSI Center",1 Year Carry In Warranty,Carry In,Part Failure,"Physical Damage, Burn, Liquid Spill",1 Year,720P HD Webcam (720p at 30 fps),,,,2666 MHz,,Realtek ALC 233,,,,NVMe PCIe,,64 bit,,,Micro SD Card Reader,,,,,
932,"MSI Summit E15 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Pro/4 GB Graphics) Summit E15 A11SCST-272IN Laptop  (15.6 inch, Ink Black, 1.79 kg)",4,"?1,54,990","Laptop, Battery, Power Adaptor, User Guide",Summit E15,Ink Black,Laptop,Processing & Multitasking,90 W AC Adapter,4 cell,No,GDDR6,4 GB,Intel,Core i7,11th Gen,Yes,1 TB,16 GB,DDR4,4.80 GHz Max Turbo Frequency,,12 MB,NVIDIA GeForce GTX 1650 Ti Max-Q,4,64 bit,Windows 10 Pro,"2 x Thunderbolt 4 (USB 4), 2 x USB 3.2 Type A (2nd Gen)",1 x HDMI Port (4K at 60 Hz),Yes,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit IPS Level Finger Touch Panel (60 Hz Refresh Rate, 72% NTSC Color Gamut)",Built-in Dual Speakers,Built-in Microphones,2 x 2 W Stereo Speakers with Hi-Res Audio,Intel Wi-Fi 6 AX201 (2x2 ax),v5.1,356.8 x 233.7 x 16.9 mm,1.79 kg,Yes,Single Backlight White Keyboard,Yes,"82 WHr Li-ion Battery, Military Grade Durability",2 Years Carry In Warranty,Carry In,Part Failure,"Physical Damage, Burn, Liquid Spill",2 Year,720P HD IR Webcam (720p at 30 fps),,,,3200 MHz,,Realtek ALC 298,,,,NVMe PCIe,,64 bit,,,Micro SD Card Reader,,,,,TPM 2.0
933,"DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) INSP 5406 2in1 2 in 1 Laptop  (14 inch, Titan Grey, 1.72 kg, With MS Office)",4.3,"?68,290","2 in 1 Laptop, Battery, Active Pen, Adapter, Cable, User Manuals",Inspiron,Titan Grey,2 in 1 Laptop,Processing & Multitasking,,3 cell,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,2.4 GHz with Turbo Boost Upto 4.2 GHz,Upto 16 GB,8 MB,Intel Integrated Iris Xe,4,64 bit,Windows 10 Home,3 x USB 3.2,1 x HDMI Port (v1.4b),Yes,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD LED Backlit Touch Display (Active Pen Stylus Support),Built-in Speakers,Built-in Microphone,Waves Maxx Audio Pro,Intel Wi-Fi 6 2x2 (Gig+),v5.0,324 x 222 x 19 mm,1.72 kg,Yes,English Backlit Keyboard,Yes,Li-ion Battery,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",Onsite,Manufacturing Defects,Physical Damage,1 Year,HD Webcam,Upto 6 hours,,2 Slots,3200 MHz,No,,,,,,,64 bit,,McAfee Multi Device Security 15 Months Subscription,"3-in-1 Card Reader (SD, SDHC, SDXC)",,,,,
934,"DELL Inspiron Core i3 11th Gen - (4 GB/512 GB SSD/Windows 10 Home) Inspiron 5406 2 in 1 Laptop  (14 inch, Silver, 1.72 kg, With MS Office)",4.3,"?58,800","2 in 1 Laptop, Battery, Active Pen, Adapter, Cable, User Manuals",Inspiron,Silver,2 in 1 Laptop,Processing & Multitasking,,3 cell,Yes,,,Intel,Core i3,11th Gen,Yes,512 GB,4 GB,DDR4,3 GHz with Turbo Boost Upto 4.1 GHz,Upto 16 GB,6 MB,Intel Integrated UHD,2,64 bit,Windows 10 Home,3 x USB 3.2,1 x HDMI Port (v1.4b),Yes,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD LED Backlit Touch Display (Active Pen Stylus Support),Built-in Speakers,Built-in Microphone,Waves Maxx Audio Pro,Intel Wi-Fi 6 2x2 (Gig+),v5.0,324 x 222 x 19 mm,1.72 kg,Yes,English Backlit Keyboard,Yes,Li-ion Battery,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",Onsite,Manufacturing Defects,Physical Damage,1 Year,HD Webcam,Upto 6 hours,,2 Slots,3200 MHz,No,,,,,,,64 bit,,McAfee Multi Device Security 15 Months Subscription,"3-in-1 Card Reader (SD, SDHC, SDXC)",,,,,
935,"DELL XPS Core i5 11th Gen Intel EVO - (8 GB/512 GB SSD/Windows 10 Home) XPS 9310 Thin and Light Laptop  (13.3 inch, Silver, 1.2 kg, With MS Office)",,"?1,15,990","Laptop, Power Adaptor, User Guide, Warranty Documents",XPS,Silver,Thin and Light Laptop,Processing & Multitasking,,4 cell,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,LPDDR4X,Max Turbo Frequency Upto 4.20 GHz,Upto 32 GB,8 MB,Intel Integrated Iris Xe,4,64 bit,Windows 10 Home,2 x Thunderbolt 4 Port,,No,33.78 cm (13.3 inch),1920 x 1200 Pixel,Full HD+ LED Backlit InfinityEdge Display,Built-in Speakers,Built-in Microphone,Waves Maxx Audio Pro,Killer Wi-Fi 6 AX1650,v5.0,198 x 296 x 15 mm,1.2 kg,Yes,Backlit Keyboard,Yes,Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,HD Webcam,Upto 19 hours,,2 Slots,3733 MHz,,,,,,M.2 SATA,,64 bit,,McAfee Multi Device Security 15 Months Subscription,Micro SD Card Reader,,,,,
936,"Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/60 Hz) 15ARH05 Gaming Laptop  (15.6 inch, Onyx Black, 2.2 kg)",4.5,"?62,490","Laptop, Power Adaptor, User Guide, Warranty Documents",Ideapad Gaming 3,Onyx Black,Gaming Laptop,"Processing & Multitasking, Gaming",135 W AC Adapter,,No,GDDR6,4 GB,AMD,Ryzen 5 Hexa Core,,Yes,256 GB,8 GB,DDR4,3 GHz with Turbo Boost Upto 4 GHz,Upto 16 GB,11 MB,NVIDIA GeForce GTX 1650,6,64 bit,Windows 10 Home,"2 x USB 3.2 (1st Gen), 1 x USB 3.2 Type C (1st Gen)",1 x HDMI Port (v2.0),No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare IPS Display (250 nits Brightness, 60 Hz Refresh Rate)",Built-in Dual Speakers,Dual Array Microphone,2 x 1.5 W Stereo Speakers with Dolby Audio,IEEE 802.11ac (2x2),v5.0,359 x 249.6 x 24.9 mm,2.2 kg,No,English Blue LED Backlit Keyboard,Yes,45 WHr Li-Polymer Battery with Rapid Charge Supports (80% in 60 mins),1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"720P HD Webcam (Fixed Focus, with Privacy Shutter)",Upto 6.7 hours,,2 Slots,3200 MHz,Yes,,,,,SATA,,64 bit,60 Hz,,,,1 TB,,,TPM 2.0
937,"DELL INSPIRON 15 3000 Core i5 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/2 GB Graphics) 3583 Laptop  (15.6 inch, Silver, Black, 2.2 kg)",4.8,"?56,992","Laptop, Power Adaptor, User Guide, Warranty Documents",INSPIRON 15 3000,"Silver, Black",Laptop,"Entertainment, Performance, Processing & Multitasking, Everyday Use, Travel & Business",65 W AC Adapter,3 CELL,No,DDR5,2 GB,Intel,Core i5,8th Gen,Yes,256 GB,8 GB,DDR4,1.6 GHz with Turbo Boost Upto 3.7 GHz,32GB,4MB,AMD Radeon AMD RADEON 520,4,64 bit,Windows 10,"1 x USB 2.0, 2 x USB 3.1 (1st Gen)",1 x HDMI Port (v1.4b),No,39.62 cm (15.6 inch),1920 x 1080$$Pixels pixel,Full HD LED Backlit Narrow Border Display,Built-in Dual Speakers,Built-in Microphone,Waves Maxx Audio Pro,IEEE 802.11ac,v4.1,363 x 249 x 19 mm,2.2 kg,No,English International Backlit Keyboard,Yes,Li-ion Battery,1 Year Limited Hardware Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,1 Megapixel HD Webcam,Upto 6 hours,,2,5400 MHz,,Waves Maxx Audio Pro,,,,SATA,,64BIT,60 Hz,,"3-in-1 Card Reader (SD, SDHC, SDXC)",No,1 TB,,,
938,"HP 15s Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-du3040TU Thin and Light Laptop  (15.6 inch, Jet Black, 1.77 kg, With MS Office)",3.9,"?39,990","Laptop, Power Adaptor, User Guide, Warranty Documents",15s,Jet Black,Thin and Light Laptop,Processing & Multitasking,,3 cell,Yes,,,Intel,Core i3,11th Gen,No,,8 GB,DDR4,4.10 GHz Max Turbo Frequency,Upto 16 GB,6 MB,Intel Integrated UHD,2,64 bit,Windows 10 Home,"1 x SuperSpeed USB Type C (5 Gbps Signaling Rate), 2 x SuperSpeed USB Type A (5 Gbps Signaling Rate)",1 x HDMI Port (v1.4b),No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare IPS Micro-edge Display (250 nits Brightness, 141 ppi, 45% NTSC Color Gamut)",Built-in Dual Speakers,Integrated Dual Array Digital Microphone,Built-in Alexa Support,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,358 x 242 x 19.9 mm,1.77 kg,No,Full-size Jet Black Keyboard with Numeric Keypad,No,"41 WHr Li-ion Battery with Fast Charge Support, MU-MIMO Supported, Miracast Compatible",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,HP True Vision 720p HD Webcam,Upto 12 hours,,,2666 MHz,Yes,,,,,SATA,,64 bit,,,"3-in-1 Card Reader (SD, SDHC, SDXC)",,1 TB,,,
939,"Vaio SE Series Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NP14V1IN004P Thin and Light Laptop  (14 inch, Red Copper, 1.35 kg, With MS Office)",3.9,"?62,890","Laptop, Power Adaptor, Laptop Bag, User Guide, Warranty Documents",SE Series,Red Copper,Thin and Light Laptop,Processing & Multitasking,,,Yes,,,Intel,Core i5,8th Gen,Yes,512 GB,8 GB,DDR4,1.6 GHz with Turbo Boost Upto 3.9 GHz,,6 MB,Intel Integrated UHD 620,4,64 bit,Windows 10 Home,"2 x USB 3.1 Type C ((1st Gen), Power Delivery, DisplayPort)), 2 x USB 3.1 Type A",1 x HDMI Port,No,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD LED Backlit IPS Display,Built-in Quad Speakers,Built-in Microphones,4 x 1 W Stereo Speakers with Immersive Audio,IEEE 802.11ac/b/g/n,v5.0,324.4 x 229.6 x 19.55 mm,1.35 kg,Yes,Standard English Backlit Keyboard,Yes,Li-ion Battery,2 Years Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,2 Year,1 MP Webcam,Upto 13 hours,,,,No,,,Yes,,,,64 bit,,,Micro SD Card Reader,,,,,
940,"DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Inspiron 7400 Thin and Light Laptop  (14.5 inch, Silver, 1.35 kg, With MS Office)",4.2,"?86,990","Laptop, Power Adaptor, User Guide, Warranty Documents",Inspiron,Silver,Thin and Light Laptop,Processing & Multitasking,,3 cell,Yes,GDDR5,2 GB,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,LPDDR4X,Max Turbo Frequency Upto 4.20 GHz,Upto 32 GB,8 MB,NVIDIA GeForce MX350,4,64 bit,Windows 10 Home,"2 x USB 3.2, 1 x USB Type C",1 x HDMI Port (v 2.0b),No,36.83 cm (14.5 inch),2560 x 1600 Pixel,Quad HD+ LED Backlit Anti Glare Display,Built-in Speakers,Built-in Microphone,Waves Maxx Audio Pro,IEEE 802.11ac,v5.0,321 x 224 x 16 mm,1.35 kg,Yes,Backlit Keyboard,Yes,Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,HD Webcam,Upto 6 hours,,2 Slots,2666 MHz,,,,,,,,64 bit,,McAfee Multi Device Security 15 Months Subscription,Micro SD Card Reader,,,,,
941,"acer Predator Triton 300 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070 with Max-Q Design) PT315-52 Gaming Laptop  (15.6 inch, Black, 2.1 kg)",3.8,"?1,59,990","Laptop, Power Adaptor, User Guide, Warranty Documents",Predator Triton 300,Black,Gaming Laptop,"Processing & Multitasking, Gaming",230 W AC Adapter,4 cell,No,GDDR6,8 GB,Intel,Core i7,10th Gen,Yes,2 TB,16 GB,DDR4,2.6 GHz with Turbo Boost Upto 5 GHz,Upto 32 GB,12 MB,NVIDIA GeForce RTX 2070 with Max-Q Design,6,64 bit,Windows 10 Home,"2 x USB 3.2 (1st Gen), 1 x USB 3.2 Type C (2nd Gen), 1 x USB 3.2 (2nd Gen) Port with Power-off Charging, 1 x Mini Display Port",1 x HDMI Port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit ComfyView IPS Display (16:9 Aspect Ratio, 300 nits Brightness, 240 Hz Refresh Rate, 100% sRGB Color Gamut)",Built-in Dual Speakers,Built-in Dual Microphones,"DTS X: Ultra Audio, Immersive Audio Rendering Over Headphones and Internal Speakers, Acer Purified Voice Technolog, Acer TrueHarmony Technology",Killer Wi-Fi 6 AX1650i,v5.0,363 x 254 x 19.9 mm,2.1 kg,,FineTip RGB-backlit Keyboard with Independent Standard Numeric Keypad (International Language Support),Yes,59 WHr Li-ion Battery,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,1 Year,720P HD Webcam (Super High Dynamic Range Imaging (SHDR)),Upto 7 hours,Intel HM470,2 Slots,,Yes,,,,,,,64 bit,,,,,,,,TPM
942,"Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Ti/60 Hz) 15ARH05 Gaming Laptop  (15.6 inch, Onyx Black, 2.2 kg)",4.3,"?75,999","Laptop, Power Adaptor, User Guide, Warranty Documents",Ideapad Gaming 3,Onyx Black,Gaming Laptop,"Processing & Multitasking, Gaming",135 W AC Adapter,,No,GDDR6,4 GB,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,3 GHz with Turbo Boost Upto 4 GHz,Upto 16 GB,11 MB,NVIDIA GeForce GTX 1650 Ti,6,64 bit,Windows 10 Home,"2 x USB 3.2 (1st Gen), 1 x USB 3.2 Type C (1st Gen)",1 x HDMI Port (v2.0),No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare IPS Display (250 nits Brightness, 60 Hz Refresh Rate)",Built-in Dual Speakers,Integrated Dual Array Microphone,2 x 1.5 W Stereo Speakers with Dolby Audio,IEEE 802.11ac (2x2),v5.0,359 x 249.6 x 24.9 mm,2.2 kg,No,English Blue LED Backlit Keyboard,Yes,45 WHr Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"720P HD Webcam (with Privacy Shutter, Fixed Focus)",Upto 6.7 hours,AMD SoC,2 Slots,3200 MHz,Yes,,,,,NVMe,,64 bit,60 Hz,,,,,,,TPM 2.0
